기출년도,과목,문제,보기1,보기2,보기3,보기4,보기5,정답,해설,이미지,이미지정렬,검증됨
"2023","영어","11. 두 사람의 대화 중 자연스럽지 않은 것은?","1. A: How would you like your hair done? / B: I’m a little tired of my hair color. I’d like to dye it.","2. A: What can we do to slow down global warming? / B: First of all, we can use more public transportation.","3. A: Anna, is that you? Long time no see! How long has it been? / B: It took me about an hour and a half by car.","4. A: I’m worried about Paul. He looks unhappy. What should I do? / B: If I were you, I’d wait until he talks about his troubles.","","3","③ A는 ""How long has it been?""(우리 만난 지 얼마나 됐지? / 오랜만이네!)라고 묻고 있는데, B는 ""It took me about an hour and a half by car.""(차로 한 시간 반 정도 걸렸어.)라고 이동 시간을 답하고 있어 동문서답이 됩니다.","","center","true"
"2023","영어","12. 다음 글의 제목으로 가장 적절한 것은?
Well-known author Daniel Goleman has dedicated his life 
to the science of human relationships. In his book Social 
Intelligence he discusses results from neuro-sociology to 
explain how sociable our brains are. According to Goleman, 
we are drawn to other people’s brains whenever we engage 
with another person. The human need for meaningful 
connectivity with others, in order to deepen our relationships, 
is what we all crave, and yet there are countless articles and 
studies suggesting that we are lonelier than we ever have been 
and loneliness is now a world health epidemic. Specifically, 
in Australia, according to a national Lifeline survey, more 
than 80% of those surveyed believe our society is becoming 
a lonelier place. Yet, our brains crave human interaction.","1. Lonely People","2. Sociable Brains","3. Need for Mental Health Survey","4. Dangers of Human Connectivity","","2","글은 인간의 뇌가 얼마나 사교적인지(sociable), 그리고 타인과의 연결을 얼마나 갈망하는지에 대해 다니엘 골먼의 주장을 인용하여 설명하고 있습니다. 따라서 제목으로 가장 적절한 것은 ② 'Sociable Brains'(사교적인 두뇌들)입니다.","","center","true"
"2023","영어","13. 다음 글의 주제로 가장 적절한 것은?
Certainly some people are born with advantages (e.g., physical 
size for jockeys, height for basketball players, an “ear” for 
music for musicians). Yet only dedication to mindful, deliberate 
practice over many years can turn those advantages into 
talents and those talents into successes. Through the same 
kind of dedicated practice, people who are not born with 
such advantages can develop talents that nature put a little 
farther from their reach. For example, even though you may 
feel that you weren’t born with a talent for math, you can 
significantly increase your mathematical abilities through 
mindful, deliberate practice. Or, if you consider yourself 
“naturally” shy, putting in the time and effort to develop 
your social skills can enable you to interact with people at 
social occasions with energy, grace, and ease.","1. advantages some people have over others","2. importance of constant efforts to cultivate talents","3. difficulties shy people have in social interactions","4. need to understand one’s own strengths and weaknesses","","2","글의 초반부에서 타고난 이점보다 헌신적이고 의도적인 연습(mindful, deliberate practice)이 중요함을 역설하고 있으며, 후반부 예시에서도 노력을 통해 재능을 개발할 수 있음을 강조하고 있습니다. 따라서 주제로 ② 'importance of constant efforts to cultivate talents'(재능을 함양하기 위한 끊임없는 노력의 중요성)가 가장 적절합니다.","","center","true"
"2023","영어","14. 다음 글의 요지로 가장 적절한 것은?
Dr. Roossinck and her colleagues found by chance that a virus 
increased resistance to drought on a plant that is widely used 
in botanical experiments. Their further experiments with a 
related virus showed that was true of 15 other plant species, 
too. Dr. Roossinck is now doing experiments to study another 
type of virus that increases heat tolerance in a range of 
plants. She hopes to extend her research to have a deeper 
understanding of the advantages that different sorts of viruses 
give to their hosts. That would help to support a view which 
is held by an increasing number of biologists, that many 
creatures rely on symbiosis, rather than being self-sufficient.","1. Viruses demonstrate self-sufficiency of biological beings.","2. Biologists should do everything to keep plants virus-free.","3. The principle of symbiosis cannot be applied to infected plants.","4. Viruses sometimes do their hosts good, rather than harming them.","","4","글은 특정 바이러스가 식물에게 가뭄 저항성이나 열 내성을 높여주는 등 이로움을 줄 수 있다는 연구 내용을 다루고 있으며, 이를 통해 공생(symbiosis) 관계를 지지하고 있습니다. 따라서 요지로 가장 적절한 것은 ④ 'Viruses sometimes do their hosts good, rather than harming them.'(바이러스는 때때로 숙주에게 해를 끼치기보다 이익을 준다.)입니다.","","center","true"
"2023","영어","15. 다음 글의 내용과 일치하지 않는 것은?
The traditional way of making maple syrup is interesting. A 
sugar maple tree produces a watery sap each spring, when 
there is still lots of snow on the ground. To take the sap out 
of the sugar maple tree, a farmer makes a slit in the bark 
with a special knife, and puts a “tap” on the tree. Then the 
farmer hangs a bucket from the tap, and the sap drips into 
it. That sap is collected and boiled until a sweet syrup 
remains—forty gallons of sugar maple tree “water” make one 
gallon of syrup. That’s a lot of buckets, a lot of steam, and 
a lot of work. Even so, most of maple syrup producers are 
family farmers who collect the buckets by hand and boil the 
sap into syrup themselves.","1. 사탕단풍나무에서는 매년 봄에 수액이 생긴다.","2. 사탕단풍나무의 수액을 얻기 위해 나무껍질에 틈새를 만든다.","3. 단풍나무시럽 1갤론을 만들려면 수액 40갤론이 필요하다.","4. 단풍나무시럽을 만들기 위해 기계로 수액 통을 수거한다.","","4","본문의 마지막 문장인 ""most of maple syrup producers are family farmers who collect the buckets by hand...""에서 농부들이 직접 손으로 양동이를 수거한다고 명시되어 있습니다. 따라서 ④ '단풍나무시럽을 만들기 위해 기계로 수액 통을 수거한다'는 내용은 본문과 일치하지 않습니다.","","center","true"
"2023","영어","16. 다음 글의 흐름상 어색한 문장은?
The traditional way of making maple syrup is interesting. A 
sugar maple tree produces a watery sap each spring, when 
there is still lots of snow on the ground. To take the sap out 
of the sugar maple tree, a farmer makes a slit in the bark 
with a special knife, and puts a “tap” on the tree. Then the 
farmer hangs a bucket from the tap, and the sap drips into 
it. That sap is collected and boiled until a sweet syrup 
remains—forty gallons of sugar maple tree “water” make one 
gallon of syrup. That’s a lot of buckets, a lot of steam, and 
a lot of work. Even so, most of maple syrup producers are 
family farmers who collect the buckets by hand and boil the 
sap into syrup themselves.","1. ①","2. ②","3. ③","4. ④","","4","글 전체의 흐름은 유명 잡지 편집자가 글쓰기에서 '사람들에게 관심을 갖는 것'의 중요성을 강조했다는 내용입니다. ④번 문장은 마술사 Thurston이 성공에 대해 감사한다는 내용을 담고 있어, 편집자의 강연 내용 및 '사람에 대한 관심'이라는 글의 주제 흐름과 직접적인 관련이 없거나 흐름을 끊습니다.","","center","true"
"2023","영어","17. 주어진 글 다음에 이어질 글의 순서로 가장 적절한 것은?
Just a few years ago, every conversation about artificial 
intelligence (AI) seemed to end with an apocalyptic prediction.
(A)More recently, however, things have begun to change. 
AI has gone from being a scary black box to something 
people can use for a variety of use cases.
(B) In 2014, an expert in the field said that, with AI, we 
are summoning the demon, while a Nobel Prize winning 
physicist said that AI could spell the end of the human 
race.
(C)This shift is because these technologies are finally being 
explored at scale in the industry, particularly for market 
opportunities.","1. (A) － (B) － (C)","2. (B) － (A) － (C)","3. (B) － (C) － (A)","4. (C) － (A) － (B)","","2","주어진 글은 몇 년 전 AI에 대한 대화가 종말론적 예측으로 끝났다는 내용입니다.
(B) 2014년에 전문가들이 AI를 악마나 인류 종말에 비유했다는 구체적인 예시가 이어집니다.
(A) 'More recently, however'(하지만 더 최근에는)로 시작하며 상황이 변했음을 이야기합니다.
(C) 'This shift'(이러한 변화)는 (A)에서 언급한 변화를 받으며 그 이유를 설명합니다.
따라서 순서는 (B) - (A) - (C)인 ②번이 가장 적절합니다.","","center","true"
"2023","영어","18. 주어진 문장이 들어갈 위치로 가장 적절한 것은?
Yet, requests for such self-assessments are pervasive throughout 
one’s career.
The fiscal quarter just ended. Your boss comes by to ask 
you how well you performed in terms of sales this quarter. 
How do you describe your performance? As excellent? Good? 
Terrible? ( ①) Unlike when someone asks you about an 
objective performance metric (e.g., how many dollars in sales 
you brought in this quarter), how to subjectively describe 
your performance is often unclear. There is no right answer. 
( ②) You are asked to subjectively describe your own 
performance in school applications, in job applications, in 
interviews, in performance reviews, in meetings—the list goes 
on. ( ③) How you describe your performance is what we call 
your level of self-promotion. ( ④) Since self-promotion is a 
pervasive part of work, people who do more self-promotion 
may have better chances of being hired, being promoted, and 
getting a raise or a bonus","1. ①","2. ②","3. ③","4. ④","","2","주어진 문장은 '그럼에도 불구하고(Yet), 이러한 자기 평가에 대한 요구는 경력 전반에 걸쳐 만연하다'는 내용입니다. ①번 뒤에서는 주관적인 성과 묘사가 불분명하고 정답이 없다고 말하고 있습니다. 주어진 문장이 ②번에 들어가면, '정답이 없음에도 불구하고(Yet) 자기 평가 요구는 만연하다'는 논리적 연결이 형성되며, 그 뒤 문장에서 학교, 직장 등 구체적인 예시가 나열되므로 흐름이 자연스럽습니다.","","center","true"
"2023","영어","19. [19～20] 밑줄 친 부분에 들어갈 말로 가장 적절한 것은?
 We live in the age of anxiety. Because being anxious can 
be an uncomfortable and scary experience, we resort to 
conscious or unconscious strategies that help reduce anxiety 
in the moment—watching a movie or TV show, eating, 
video-game playing, and overworking. In addition, smartphones 
also provide a distraction any time of the day or night. 
Psychological research has shown that distractions serve as 
a common anxiety avoidance strategy. _________, however, 
these avoidance strategies make anxiety worse in the long 
run. Being anxious is like getting into quicksand—the more 
you fight it, the deeper you sink. Indeed, research strongly 
supports a well-known phrase that “What you resist, persists.”","1. Paradoxically","2. Fortunately","3. Neutrally","4. Creatively","","1","앞 문장에서는 주의 분산(distraction)이 불안 회피 전략으로 쓰인다고 했으나, 빈칸 뒤에서는 이러한 전략이 장기적으로는 불안을 더 악화시킨다고 합니다. 이는 역설적인 상황이므로 'Paradoxically'(역설적으로)가 가장 적절합니다.","","center","true"
"2023","영어","20. 밑줄 친 부분에 들어갈 말로 가장 적절한 것은?
 How many different ways do you get information? Some 
people might have six different kinds of communications to 
answer—text messages, voice mails, paper documents, regular 
mail, blog posts, messages on different online services. Each 
of these is a type of in-box, and each must be processed on 
a continuous basis. It’s an endless process, but it doesn’t 
have to be exhausting or stressful. Getting your information 
management down to a more manageable level and into a 
productive zone starts by ____________________________. 
Every place you have to go to check your messages or to read 
your incoming information is an in-box, and the more you 
have, the harder it is to manage everything. Cut the number 
of in-boxes you have down to the smallest number possible 
for you still to function in the ways you need to.","1. setting several goals at once","2. immersing yourself in incoming information","3. minimizing the number of in-boxes you have","4. choosing information you are passionate about","","3","빈칸 바로 뒤의 문장에서 ""Cut the number of in-boxes down to the smallest number possible""(수신함의 수를 가능한 최소한으로 줄여라)라고 조언하고 있습니다. 따라서 정보 관리를 효율적으로 하기 위한 시작점은 '수신함의 수를 최소화하는 것'이라는 내용이 빈칸에 들어가야 합니다.","","center","true"
